"","Google-Risk-Raw","Google-Risk-Cleaned","Reuters-Risk-Raw","Reuters-Risk-Cleaned"
"2007-02-01",27.75,25.6259187081539,0.024429814,0.0252884793103884
"2007-03-01",29.125,24.4954107432372,0.026083927,0.0253603319635762
"2007-04-01",28.25,24.852402768413,0.021645716,0.0180868329301533
"2007-05-01",29.375,28.857181591649,0.025822715,0.0259151411041368
"2007-06-01",26.375,27.524460137401,0.021482913,0.0236170249185004
"2007-07-01",25.875,30.4881956552884,0.021281789,0.0192762060235646
"2007-08-01",24,28.4144290425009,0.021243276,0.0228450070393466
"2007-09-01",46.125,44.0459192874811,0.025239253,0.030468240748941
"2007-10-01",54.375,49.0899047260599,0.027203404,0.0244790991659338
"2007-11-01",59.125,56.0444382718031,0.026671068,0.0250731611300175
"2007-12-01",32.125,39.9672998208657,0.029123118,0.0301599236999287
"2008-01-01",35.375,38.4694397046232,0.026993395,0.0266509398671719
"2008-02-01",38.875,36.7509187081539,0.031080088,0.0319387533103884
"2008-03-01",54.125,49.4954107432372,0.033014048,0.0322904529635762
"2008-04-01",47.375,43.977402768413,0.027059204,0.0235003209301533
"2008-05-01",36.75,36.232181591649,0.032215395,0.0323078211041368
"2008-06-01",34,35.149460137401,0.024573916,0.0267080279185004
"2008-07-01",33.875,38.4881956552884,0.031348467,0.0293428840235646
"2008-08-01",36.625,41.0394290425009,0.029976768,0.0315784990393466
"2008-09-01",47,44.9209192874811,0.02172925,0.026958237748941
"2008-10-01",47.625,42.3399047260599,0.03321278,0.0304884751659337
"2008-11-01",45.75,42.6694382718031,0.03821639,0.0366184831300176
"2008-12-01",30.25,38.0922998208657,0.026229484,0.0272662896999287
"2009-01-01",36.625,39.7194397046232,0.026305904,0.0259634488671719
"2009-02-01",43,40.8759187081539,0.025364755,0.0262234203103884
"2009-03-01",39.125,34.4954107432372,0.029011707,0.0282881119635762
"2009-04-01",64.5,61.102402768413,0.037396633,0.0338377499301533
"2009-05-01",60.75,60.232181591649,0.025126136,0.0252185621041368
"2009-06-01",39.25,40.399460137401,0.024728374,0.0268624859185004
"2009-07-01",42.625,47.2381956552884,0.030718105,0.0287125220235646
"2009-08-01",42.125,46.5394290425009,0.025059789,0.0266615200393466
"2009-09-01",43,40.9209192874811,0.022103449,0.027332436748941
"2009-10-01",60.625,55.3399047260599,0.034869849,0.0321455441659338
"2009-11-01",49.25,46.1694382718031,0.028259474,0.0266615671300175
"2009-12-01",33.875,41.7172998208657,0.025924689,0.0269614946999287
"2010-01-01",39,42.0944397046232,0.027951968,0.0276095128671719
"2010-02-01",45.25,43.1259187081539,0.034737563,0.0355962283103884
"2010-03-01",49.25,44.6204107432372,0.033520595,0.0327969999635762
"2010-04-01",34.625,31.227402768413,0.027694527,0.0241356439301533
"2010-05-01",35.125,34.607181591649,0.03383479,0.0339272161041368
"2010-06-01",44.25,45.399460137401,0.032016222,0.0341503339185004
"2010-07-01",29.5,34.1131956552884,0.044224177,0.0422185940235646
"2010-08-01",27.625,32.0394290425009,0.031223672,0.0328254030393466
"2010-09-01",34.875,32.7959192874811,0.031170385,0.036399372748941
"2010-10-01",43.125,37.8399047260599,0.03949656,0.0367722551659337
"2010-11-01",32.25,29.1694382718031,0.03658047,0.0349825631300175
"2010-12-01",30.125,37.9672998208657,0.037450942,0.0384877476999287
"2011-01-01",42.75,45.8444397046232,0.037273359,0.0369309038671719
"2011-02-01",41.25,39.1259187081539,0.035962529,0.0368211943103884
"2011-03-01",50.625,45.9954107432372,0.033957044,0.0332334489635762
"2011-04-01",41.5,38.102402768413,0.049458732,0.0458998489301533
"2011-05-01",42.875,42.357181591649,0.039875046,0.0399674721041368
"2011-06-01",44.875,46.024460137401,0.035766237,0.0379003489185004
"2011-07-01",34.375,38.9881956552884,0.046671032,0.0446654490235646
"2011-08-01",35,39.4144290425009,0.036689637,0.0382913680393466
"2011-09-01",37.25,35.1709192874811,0.035890756,0.041119743748941
"2011-10-01",38.5,33.2149047260599,0.047564264,0.0448399591659338
"2011-11-01",43.25,40.1694382718031,0.040229213,0.0386313061300175
"2011-12-01",30.875,38.7172998208657,0.040842224,0.0418790296999287
"2012-01-01",35.25,38.3444397046232,0.048521598,0.0481791428671719
"2012-02-01",42.875,40.7509187081539,0.042741269,0.0435999343103884
"2012-03-01",41.375,36.7454107432372,0.049875146,0.0491515509635762
"2012-04-01",40.125,36.727402768413,0.060343712,0.0567848289301533
"2012-05-01",40.5,39.982181591649,0.046933221,0.0470256471041368
"2012-06-01",43,44.149460137401,0.052048521,0.0541826329185004
"2012-07-01",34,38.6131956552884,0.054395964,0.0523903810235646
"2012-08-01",35.875,40.2894290425009,0.044866879,0.0464686100393466
"2012-09-01",41.625,39.5459192874811,0.044204219,0.049433206748941
"2012-10-01",42,36.7149047260599,0.050251902,0.0475275971659338
"2012-11-01",36.875,33.7944382718031,0.05270823,0.0511103231300176
"2012-12-01",28.25,36.0922998208657,0.056627196,0.0576640016999287
"2013-01-01",36,39.0944397046232,0.055462183,0.0551197278671719
"2013-02-01",44.625,42.5009187081539,0.047311203,0.0481698683103884
"2013-03-01",43.25,38.6204107432372,0.053814819,0.0530912239635762
"2013-04-01",43,39.602402768413,0.045712119,0.0421532359301533
"2013-05-01",34.25,33.732181591649,0.045749483,0.0458419091041368
"2013-06-01",32,33.149460137401,0.046942696,0.0490768079185004
"2013-07-01",38.625,43.2381956552884,0.040619944,0.0386143610235646
"2013-08-01",33.875,38.2894290425009,0.052245859,0.0538475900393466
"2013-09-01",36.5,34.4209192874811,0.040971159,0.046200146748941
"2013-10-01",40.75,35.4649047260599,0.042726493,0.0400021881659337
"2013-11-01",40.25,37.1694382718031,0.040162278,0.0385643711300176
"2013-12-01",30.125,37.9672998208657,0.034772647,0.0358094526999287
"2014-01-01",35.875,38.9694397046232,0.038833771,0.0384913158671719
"2014-02-01",39.875,37.7509187081539,0.031599554,0.0324582193103884
"2014-03-01",39.125,34.4954107432372,0.035181464,0.0344578689635762
"2014-04-01",40.625,37.227402768413,0.043503962,0.0399450789301533
"2014-05-01",39,38.482181591649,0.040020812,0.0401132381041368
"2014-06-01",36,37.149460137401,0.034808967,0.0369430789185004
"2014-07-01",33.25,37.8631956552884,0.037638453,0.0356328700235646
"2014-08-01",34.875,39.2894290425009,0.038767296,0.0403690270393466
"2014-09-01",46.125,44.0459192874811,0.034752295,0.039981282748941
"2014-10-01",41,35.7149047260599,0.039970394,0.0372460891659337
"2014-11-01",37,33.9194382718031,0.043251952,0.0416540451300176
"2014-12-01",32.375,40.2172998208657,0.034868642,0.0359054476999287
"2015-01-01",34.375,37.4694397046232,0.033420653,0.0330781978671719
"2015-02-01",35.125,33.0009187081539,0.031306756,0.0321654213103884
"2015-03-01",40.125,35.4954107432372,0.025072827,0.0243492319635762
"2015-04-01",41,37.602402768413,0.034486585,0.0309277019301533
"2015-05-01",37.125,36.607181591649,0.031526813,0.0316192391041368
"2015-06-01",37.875,39.024460137401,0.02929539,0.0314295019185004
"2015-07-01",35,39.6131956552884,0.030888097,0.0288825140235646
"2015-08-01",38.375,42.7894290425009,0.027035844,0.0286375750393466
"2015-09-01",38.5,36.4209192874811,0.023085229,0.028314216748941
"2015-10-01",38.75,33.4649047260599,0.032633579,0.0299092741659338
"2015-11-01",40.5,37.4194382718031,0.031690495,0.0300925881300175
"2015-12-01",39.75,47.5922998208657,0.028885062,0.0299218676999287
"2016-01-01",36.75,39.8444397046232,0.032953505,0.0326110498671719
"2016-02-01",48,45.8759187081539,0.03473896,0.0355976253103884
"2016-03-01",48,43.3704107432372,0.036399762,0.0356761669635762
"2016-04-01",43.25,39.852402768413,0.037819251,0.0342603679301533
"2016-05-01",41.375,40.857181591649,0.028283517,0.0283759431041368
"2016-06-01",44.5,45.649460137401,0.028088371,0.0302224829185004
"2016-07-01",42.125,46.7381956552884,0.03386239,0.0318568070235646
"2016-08-01",44.625,49.0394290425009,0.02896615,0.0305678810393466
"2016-09-01",48.875,46.7959192874811,0.0209574,0.026186387748941
"2016-10-01",47.125,41.8399047260599,0.032007889,0.0292835841659337
