"","Google-Uncertainty-Raw","Google-Uncertainty-Cleaned","Reuters-Uncertainty-Raw","Reuters-Uncertainty-Cleaned"
"2007-02-01",13.625,13.3446191997814,0.01395516,0.0170873116699543
"2007-03-01",16.25,12.5959979074731,0.01494018,0.0147733777423209
"2007-04-01",16.625,15.7223806436275,0.016579436,0.0159754240680429
"2007-05-01",13.625,15.1331663960754,0.015199677,0.0201974685478801
"2007-06-01",10.625,15.1564566724901,0.013027023,0.0159885625259097
"2007-07-01",9,13.162328165967,0.010949766,0.0107159346555561
"2007-08-01",12.625,15.6806972215517,0.012667524,0.013213337306442
"2007-09-01",18.625,13.4450392626858,0.023129923,0.0246555518122835
"2007-10-01",32.75,26.4843795546776,0.026103162,0.0199567725002756
"2007-11-01",20,19.3608645774684,0.023534764,0.020331786303689
"2007-12-01",14.25,17.5157138113456,0.029384755,0.0277676728172049
"2008-01-01",20.625,21.0233569291607,0.026205475,0.0250136443474001
"2008-02-01",22,21.7196191997814,0.03383422,0.0369663716699543
"2008-03-01",24.875,21.2209979074731,0.026651869,0.0264850667423209
"2008-04-01",23.375,22.4723806436275,0.03273205,0.0321280380680429
"2008-05-01",12.5,14.0081663960754,0.024485119,0.0294829105478801
"2008-06-01",10.125,14.6564566724901,0.02662752,0.0295890595259097
"2008-07-01",10.25,14.412328165967,0.027488437,0.0272546056555561
"2008-08-01",12.75,15.8056972215517,0.03554402,0.036089833306442
"2008-09-01",42.25,37.0700392626858,0.025987688,0.0275133168122835
"2008-10-01",38.75,32.4843795546776,0.053170459,0.0470240695002756
"2008-11-01",33.625,32.9858645774684,0.048594558,0.045391580303689
"2008-12-01",21,24.2657138113456,0.03653669,0.0349196078172049
"2009-01-01",23.625,24.0233569291607,0.038671069,0.0374792383474001
"2009-02-01",32.125,31.8446191997814,0.033251177,0.0363833286699543
"2009-03-01",35.125,31.4709979074731,0.0452349,0.0450680977423209
"2009-04-01",35.125,34.2223806436275,0.034425564,0.0338215520680429
"2009-05-01",23.375,24.8831663960754,0.030989247,0.0359870385478801
"2009-06-01",19.75,24.2814566724901,0.029152634,0.0321141735259097
"2009-07-01",28.625,32.787328165967,0.034821013,0.0345871816555561
"2009-08-01",12.875,15.9306972215517,0.028334717,0.028880530306442
"2009-09-01",22.5,17.3200392626858,0.030470635,0.0319962638122835
"2009-10-01",22.875,16.6093795546776,0.035876283,0.0297298935002756
"2009-11-01",25.75,25.1108645774684,0.025611848,0.022408870303689
"2009-12-01",21.5,24.7657138113456,0.030775532,0.0291584498172049
"2010-01-01",25.75,26.1483569291607,0.025441785,0.0242499543474001
"2010-02-01",18.625,18.3446191997814,0.034110899,0.0372430506699543
"2010-03-01",27.75,24.0959979074731,0.040556992,0.0403901897423209
"2010-04-01",21.125,20.2223806436275,0.039644342,0.0390403300680429
"2010-05-01",24.125,25.6331663960754,0.036406439,0.0414042305478801
"2010-06-01",15.25,19.7814566724901,0.039594096,0.0425556355259097
"2010-07-01",31,35.162328165967,0.039983449,0.0397496176555561
"2010-08-01",25.375,28.4306972215517,0.04045853,0.041004343306442
"2010-09-01",29,23.8200392626858,0.03813049,0.0396561188122835
"2010-10-01",18.375,12.1093795546776,0.043186695,0.0370403055002756
"2010-11-01",15.875,15.2358645774684,0.036235874,0.033032896303689
"2010-12-01",18.25,21.5157138113456,0.041108585,0.0394915028172049
"2011-01-01",25.125,25.5233569291607,0.037011822,0.0358199913474001
"2011-02-01",23.25,22.9696191997814,0.027489977,0.0306221286699543
"2011-03-01",34.125,30.4709979074731,0.033726811,0.0335600087423209
"2011-04-01",20.625,19.7223806436275,0.050738779,0.0501347670680429
"2011-05-01",20.375,21.8831663960754,0.037267778,0.0422655695478801
"2011-06-01",29.625,34.1564566724901,0.032485776,0.0354473155259097
"2011-07-01",19,23.162328165967,0.046472865,0.0462390336555561
"2011-08-01",39.125,42.1806972215517,0.048018504,0.048564317306442
"2011-09-01",26.25,21.0700392626858,0.050732779,0.0522584078122835
"2011-10-01",31.125,24.8593795546776,0.056154713,0.0500083235002756
"2011-11-01",36,35.3608645774684,0.05079386,0.047590882303689
"2011-12-01",29.5,32.7657138113456,0.056265621,0.0546485388172049
"2012-01-01",35.125,35.5233569291607,0.05746567,0.0562738393474001
"2012-02-01",28,27.7196191997814,0.044442669,0.0475748206699543
"2012-03-01",34,30.3459979074731,0.048265019,0.0480982167423209
"2012-04-01",32.125,31.2223806436275,0.041572268,0.0409682560680429
"2012-05-01",37.875,39.3831663960754,0.037432644,0.0424304355478801
"2012-06-01",24.375,28.9064566724901,0.064889914,0.0678514535259098
"2012-07-01",25.125,29.287328165967,0.057258113,0.0570242816555561
"2012-08-01",29.625,32.6806972215517,0.045287436,0.045833249306442
"2012-09-01",41.75,36.5700392626858,0.045088395,0.0466140238122835
"2012-10-01",39.5,33.2343795546776,0.047814982,0.0416685925002756
"2012-11-01",29,28.3608645774684,0.063468611,0.060265633303689
"2012-12-01",27.875,31.1407138113456,0.070470299,0.0688532168172049
"2013-01-01",30.25,30.6483569291607,0.067820604,0.0666287733474001
"2013-02-01",25,24.7196191997814,0.041508718,0.0446408696699543
"2013-03-01",23.75,20.0959979074731,0.050636602,0.0504697997423209
"2013-04-01",26.875,25.9723806436275,0.053760325,0.0531563130680429
"2013-05-01",22.25,23.7581663960754,0.039930533,0.0449283245478801
"2013-06-01",20.75,25.2814566724901,0.034004574,0.0369661135259097
"2013-07-01",15,19.162328165967,0.038961437,0.0387276056555561
"2013-08-01",19,22.0556972215517,0.034534141,0.035079954306442
"2013-09-01",29,23.8200392626858,0.052600769,0.0541263978122835
